EA_TUNNUS;LAHIN_TSA;NIMI_FI;EANIMI_FI;TIE;TIEOSA;ETAISYYS;X;Y;MUNICIPALITY
C0357801;5004;Tie 6 Imatra, Vesivalo;Imatralle;6;308;5;6783232;591463;Joutseno
C0357802;5004;Tie 6 Imatra, Vesivalo;Lappeenrantaan;6;308;5;6783232;591463;Joutseno
C0357901;5005;Tie 6 Simpele, Änkilä;Joensuuhun;6;318;4975;6811660;624838;Rautjärvi
C0357902;5005;Tie 6 Simpele, Änkilä;Imatralle;6;318;4975;6811660;624838;Rautjärvi
C0357909;5005;Tie 6 Simpele, Änkilä;Tienpinta;6;318;4975;6811660;624838;Rautjärvi
C0358001;5014;Tie 387 Ylämaa;Vaalimaalle;387;7;42;6739779;555017;Lappeenranta
C0358002;5014;Tie 387 Ylämaa;Lappeenrantaan;387;7;42;6739779;555017;Lappeenranta
C0358009;5014;Tie 387 Ylämaa;Tienpinta;387;7;42;6739779;555017;Lappeenranta
C0358101;3043;Tie 26 Hamina, Myllykylä;Taavettiin;26;4;2192;6721656;511833;Hamina
C0358102;3043;Tie 26 Hamina, Myllykylä;Haminaan;26;4;2192;6721656;511833;Hamina
C0358109;3043;Tie 26 Hamina, Myllykylä;Tienpinta;26;4;2192;6721656;511833;Hamina
C0358401;3051;Tie 7 Jumalniemi;puuttuu;7;29;1298;6708209;495551;Kotka
C0358402;3051;Tie 7 Jumalniemi;puuttuu;7;29;1298;6708209;495551;Kotka
C0358501;3051;Tie 7 Ahvenkoski;Helsinkiin;7;24;2;6705589;471997;Kotka
C0358601;3051;Tie 7 Pyhtää;;7;24;4045;6705799;476017;Kotka
C0358701;5009;Tie 12 Iitti, Mankala;Kouvolaan;12;228;1250;6753405;455481;Iitti
C0358802;5012;Tie 15 Kouvola, Juurikorpi;Kotkaan;15;3;3000;6721017;495703;Kouvola
C0358901;3011;Tie 15 Kouvola, Tuohikotti;Mikkeliin;15;15;705;6771063;503187;Kouvola
C0359001;3006;Tie 170 Ahvenkoski_2;Kotkaan;170;22;2479;6706056;472042;Pyhtää
C0359002;3006;Tie 170 Ahvenkoski_2;Helsinkiin;170;22;2479;6706056;472042;Pyhtää
C0359101;3051;Tie7  Siltakylä;Kotkaan;7;25;10064;6707505;485841;Pyhtää
C0359201;3051;Tie 7 Heinlahden silta;puuttuu;7;26;4702;6706744;490314;Kotka
C0359301;3006;Tie 7 Sutelan silta;Kotkaan;7;27;2629;6706965;492899;Kotka
C0359401;3047;Tie 7 Kyminlinna;puuttuu;7;28;1597;6707609;494407;Kotka
C0359501;3008;Tie 7 Suurniitty;;7;29;3460;6709536;497167;Kotka
C0359601;3008;Tie 7 Otsola;;7;30;1264;6710617;497836;Kotka
C0359701;3008;Tie 7 Keltakallio;;7;30;2521;6711560;498664;Kotka
C0359800;3001;Tie 7 Rantahaka;;7;31;2747;6713530;500576;Hamina
C0359900;3023;Tie 7 Summanjoki;;7;32;5084;6714876;505334;Hamina
C0360000;3023;Tie 7 Lankamalmi;;7;32;7203;6715347;507341;Hamina
C0360100;3064;Tie 7 Husula_Länsi;;7;33;1495;6716550;508259;Hamina
C0360200;3064;Tie 7 Ruissalo;;7;34;10;6716760;508430;Hamina
C0360300;3064;Tie 7 Husula suuaukko länsi;;7;34;1156;6717568;509280;Hamina
C0361400;3064;Tie 26 Töytäri;puuttuu;26;3;53;6718234;510349;Hamina
C0361500;3064;Tie 7 Husula itä;;7;35;227;6718206;510602;Hamina
C0362200;3056;Tie 7 Helsmanni;puuttuu;7;35;2592;6718057;512961;Hamina
C0362300;3056;Tie 7 Karjusuo;Puuttuu;7;35;4838;6717091;514967;Hamina
C0362400;3056;Tie 7 Lelu;;7;35;7632;6715018;516749;Hamina
C0362703;5004;kt62_Imatran_raja-asema_parkki;Imatra rekkaparkki itä;62;25;4046;6776337;597761;Imatra
C0362704;5004;kt62_Imatran_raja-asema_parkki;Imatra;62;25;4046;6776337;597761;Imatra
C0362802;5004;kt62_Imatran_raja-asema;Rekkajono Itään;62;25;4301;6776089;597820;Imatra
C0450109;4016;Tie 23 Virrat;Tienpinta;23;210;2797;6905714;343164;Virrat
C0450201;4004;Tie 3 Hämeenlinna;Tie 3 Tampereelle;3;115;7640;6762244;363226;Hämeenlinna
C0450202;4004;Tie 3 Hämeenlinna;Tie 3 Helsinkiiin;3;115;7640;6762244;363226;Hämeenlinna
C0450203;4004;Tie 3 Hämeenlinna;Tie 10 Lahteen;3;115;7640;6762244;363226;Hämeenlinna
C0450204;4004;Tie 3 Hämeenlinna;Tie 10 Turkuun;3;115;7640;6762244;363226;Hämeenlinna
C0450209;4004;Tie 3 Hämeenlinna;Tienpinta;3;115;7640;6762244;363226;Hämeenlinna
C0450301;4003;Tie 2 Forssa;Tie 2 Poriin;2;23;6754;6748174;314326;Forssa
C0450302;4003;Tie 2 Forssa;Tie 2 Helsinkiin;2;23;6754;6748174;314326;Forssa
C0450303;4003;Tie 2 Forssa;Tie 10 Hämeenlinnaan;2;23;6754;6748174;314326;Forssa
C0450304;4003;Tie 2 Forssa;Tie 2 Turkuun;2;23;6754;6748174;314326;Forssa
C0450309;4003;Tie 2 Forssa;Tie 2 Tienpinta;2;23;6754;6748174;314326;Forssa
C0450401;4030;Tie 9 Kangasala, Suinula;Jyväskylään;9;208;355;6827021;343336;Kangasala
C0450402;4030;Tie 9 Kangasala, Suinula;Tampereelle;9;208;355;6827021;343336;Kangasala
C0450409;4030;Tie 9 Kangasala, Suinula;Tienpinta;9;208;355;6827021;343336;Kangasala
C0450501;4011;Tie 12 Hämeenlinna, Tuulos;Lahteen;12;215;755;6776019;385229;Hämeenlinna
C0450601;4024;Tie 3 Sasi;Vaasaan;3;204;5200;6834891;308176;Hämeenkyrö
C0450602;4024;Tie 3 Sasi;Tampereelle;3;204;5200;6834891;308176;Hämeenkyrö
C0450609;4024;Tie 3 Sasi;Tienpinta;3;204;5200;6834891;308176;Hämeenkyrö
C0450701;4006;Tie 3 Tampere, Lakalaiva;Vaasaan;3;136;0;6818595;327873;Tampere
C0450702;4006;Tie 3 Tampere, Lakalaiva;Helsinkiin;3;136;0;6818595;327873;Tampere
C0450703;4006;Tie 3 Tampere, Lakalaiva;Tie 9 Jyväskylään;3;136;0;6818595;327873;Tampere
C0450704;4006;Tie 3 Tampere, Lakalaiva;Tie 3495 Tampereelle;3;136;0;6818595;327873;Tampere
C0450709;4006;Tie 3 Tampere, Lakalaiva;Tie 9 Tienpinta;3;136;0;6818595;327873;Tampere
C0450801;4005;Tie 11 Nokia, Murhasaari;Poriin;11;4;5159;6824342;305247;Nokia
C0450802;4005;Tie 11 Nokia, Murhasaari;Tampereelle;11;4;5159;6824342;305247;Nokia
C0450804;4005;Tie 11 Nokia, Murhasaari;Tie 2624 Siuroon;11;4;5159;6824342;305247;Nokia
C0450809;4005;Tie 11 Nokia, Murhasaari;Tienpinta;11;4;5159;6824342;305247;Nokia
C0450901;4029;Tie 3 Pitkäniemi;Helsinkiin;3;138;2836;6821925;318189;Nokia
C0450902;4029;Tie 3 Pitkäniemi;Vaasaan;3;138;2836;6821925;318189;Nokia
C0450903;4029;Tie 3 Pitkäniemi;Tampereelle;3;138;2836;6821925;318189;Nokia
C0450904;4029;Tie 3 Pitkäniemi;Raumalle;3;138;2836;6821925;318189;Nokia
C0450909;4029;Tie 3 Pitkäniemi;Tienpinta;3;138;2836;6821925;318189;Nokia
C0451002;4015;Tie 65 Kuru;Tampereelle;65;11;50;6864867;327857;Kuru
C0451201;4025;Tie 12 Lahti, Kärpäsenmäki;Lahteen;12;222;4158;6761282;424721;Lahti
C0451202;4025;Tie 12 Lahti, Kärpäsenmäki;Tampereelle;12;222;4158;6761282;424721;Lahti
C0451301;4013;Tie 9 Orivesi, Oritupa;Jyväskylään;9;210;4400;6840498;356414;Orivesi
C0451302;4013;Tie 9 Orivesi, Oritupa;Tampereelle;9;210;4400;6840498;356414;Orivesi
C0451309;4013;Tie 9 Orivesi, Oritupa;Tienpinta;9;210;4400;6840498;356414;Orivesi
C0451401;4021;Tie 9 Urjala, Nuutajärvi;Tampereelle;9;121;975;6770793;310720;Urjala
C0451602;2010;Tie 3 Parkano;Tampereelle;3;219;3790;6900201;290814;Parkano
C0451701;4008;Tie 54 Loppi;Riihimäelle;54;4;1488;6739829;350279;Loppi
C0451801;4009;Tie 3 Riihimäki;Tie 3 Hämeenlinnaan;3;112;15;6737046;376252;Riihimäki
C0451802;4009;Tie 3 Riihimäki;Tie 3 Helsinkiin;3;112;15;6737046;376252;Riihimäki
C0451803;4009;Tie 3 Riihimäki;Tie 54 Lahteen;3;112;15;6737046;376252;Riihimäki
C0451804;4009;Tie 3 Riihimäki;Tie 54 Turkuun;3;112;15;6737046;376252;Riihimäki
C0451809;4009;Tie 3 Riihimäki;Tienpinta;3;112;15;6737046;376252;Riihimäki
C0451902;2017;Tie 12 Sarkola;Vammalaan;12;122;2982;6813103;300346;Vammala
C0452001;6004;Tie 413 Sysmä;Sysmään;413;4;3010;6820043;430777;Sysmä
C0452101;4020;Tie 12 Tampere, Onkiniemi;Lahteen;12;127;3010;6823052;326395;Tampere
C0452102;4020;Tie 12 Tampere, Onkiniemi;Raumalle;12;127;3010;6823052;326395;Tampere
C0452109;4020;Tie 12 Tampere, Onkiniemi;Tienpinta;12;127;3010;6823052;326395;Tampere
C0452201;4002;Tie 24 Asikkala;Jämsään;24;7;1700;6786502;414329;Asikkala
C0452401;4020;Tie 12 Tampere, Paasikiventie;Lahteen;12;127;476;6823872;324302;Tampere
C0452402;4020;Tie 12 Tampere, Paasikiventie;Raumalle;12;127;476;6823872;324302;Tampere
C0452409;4020;Tie 12 Tampere, Paasikiventie;Tienpinta;12;127;476;6823872;324302;Tampere
C0452601;6001;Tie 4 Heinola;Jyväskylään;4;208;0;6784710;446359;Heinola
C0452602;6001;Tie 4 Heinola;Lahteen;4;208;0;6784710;446359;Heinola
C0452603;6001;Tie 4 Heinola;Tie 140 Heinolaan;4;208;0;6784710;446359;Heinola
C0452604;6001;Tie 4 Heinola;Tie 140 Lahteen;4;208;0;6784710;446359;Heinola
C0452701;4027;Tie 3 Valkeakoski;Tampereelle;3;124;340;6791999;330273;Valkeakoski
C0452702;4027;Tie 3 Valkeakoski;Hämeenlinnaan;3;124;340;6791999;330273;Valkeakoski
C0452709;4027;Tie 3 Valkeakoski;Tienpinta;3;124;340;6791999;330273;Valkeakoski
C0452801;4029;Tie 3 Pirkkala;Vaasaan;3;137;245;6817853;320717;Pirkkala
C0452802;4029;Tie 3 Pirkkala;Helsinkiin;3;137;245;6817853;320717;Pirkkala
C0452809;4029;Tie 3 Pirkkala;Tienpinta;3;137;245;6817853;320717;Pirkkala
C0453001;4029;Tie 3 Tampere, Pirkkahalli;Tie 3 Vaasaan;3;136;2560;6818803;325429;Tampere
C0453002;4029;Tie 3 Tampere, Pirkkahalli;Tie 3 Helsinkiin;3;136;2560;6818803;325429;Tampere
C0453009;4029;Tie 3 Tampere, Pirkkahalli;Tie 3 Tienpinta;3;136;2560;6818803;325429;Tampere
C0453101;4012;Tie 12 Pälkäne;Lahteen;12;209;32;6796073;358016;Pälkäne
C0453102;4012;Tie 12 Pälkäne;Tampereelle;12;209;32;6796073;358016;Pälkäne
C0453104;4012;Tie 12 Pälkäne;Tie 57 Hämeenlinnaan;12;209;32;6796073;358016;Pälkäne
C0453109;4012;Tie 12 Pälkäne;Tienpinta;12;209;32;6796073;358016;Pälkäne
C0453301;4029;Tie 3 Rajaniemi;Vaasaan;3;138;795;6819982;318681;Tampere
C0453302;4029;Tie 3 Rajaniemi;Helsinkiin;3;138;795;6819982;318681;Tampere
C0453309;4029;Tie 3 Rajaniemi;Tienpinta;3;138;795;6819982;318681;Tampere
C0453401;4017;Tie 12 Tampere, Alasjärvi;Lahteen;12;202;494;6822271;334229;Tampere
C0453402;4017;Tie 12 Tampere, Alasjärvi;Tampereelle;12;202;494;6822271;334229;Tampere
C0453403;4017;Tie 12 Tampere, Alasjärvi;Tie 9 Jyväskylään;12;202;494;6822271;334229;Tampere
C0453404;4017;Tie 12 Tampere, Alasjärvi;Tie 9 Turkuun;12;202;494;6822271;334229;Tampere
C0453501;4032;Tie 9 Längelmäki;Jyväskylään;9;216;0;6847251;383859;Längelmäki
C0453601;4025;Tie 4 Ahtiala;Heinolaan;4;203;0;6763119;434265;Lahti
C0453602;4025;Tie 4 Ahtiala;Lahteen;4;203;0;6763119;434265;Lahti
C0453609;4025;Tie 4 Ahtiala;Tienpinta;4;203;0;6763119;434265;Lahti
C0453702;2007;Tie 3 Luhalahti;Tampereelle;3;214;245;6869688;288830;Ikaalinen
C0453801;6004;Tie 4 Hartola, Pohjola;Heinolaan;4;215;1913;6821090;446779;Hartola
C0453901;5009;Tie 12 Nastola, Arola;Kouvolaan;12;227;6600;6754927;450817;Nastola
C0454001;4008;Tie 10 Tammela, Perähuhta;Hämeenlinnaan;10;20;5009;6747329;337602;Forssa
C0454002;4008;Tie 10 Tammela, Perähuhta;Turkuun;10;20;5009;6747329;337602;Forssa
C0454003;4008;Tie 10 Tammela, Perähuhta;Tie 54 Riihimäelle;10;20;5009;6747329;337602;Forssa
C0454004;4008;Tie 10 Tammela, Perähuhta;Tie 283 Urjalaan;10;20;5009;6747329;337602;Forssa
C0454009;4008;Tie 10 Tammela, Perähuhta;Tienpinta;10;20;5009;6747329;337602;Forssa
C0454109;4022;Tie 54 Kärkölä;Tienpinta;54;17;3;6750782;405974;Kärkölä
C0454201;4023;Tie 58 Juupajoki;Mänttään;58;10;2240;6852978;362477;Juupajoki
C0454302;4015;Tie 66 Ruhala;Orivedelle;66;8;135;6871460;348680;Ruovesi
C0454401;4029;Tie 12 Tampere, Kissanmaa;Lahteen;12;201;1030;6823065;330847;Tampere
C0454402;4029;Tie 12 Tampere, Kissanmaa;Tampereelle;12;201;1030;6823065;330847;Tampere
C0454409;4029;Tie 12 Tampere, Kissanmaa;Tienpinta;12;201;1030;6823065;330847;Tampere
C0454601;4020;Tie 12 Tampere, Hyhky;Lahteen;12;126;6140;6823852;323783;Tampere
C0454602;4020;Tie 12 Tampere, Hyhky;Raumalle;12;126;6140;6823852;323783;Tampere
C0454603;4020;Tie 12 Tampere, Hyhky;Pispalaan;12;126;6140;6823852;323783;Tampere
C0454604;4020;Tie 12 Tampere, Hyhky;Epilään;12;126;6140;6823852;323783;Tampere
C0454701;4017;Tie 9 Tampere, Linnainmaa;Jyväskylään;9;205;3290;6821184;333608;Tampere
C0454702;4017;Tie 9 Tampere, Linnainmaa;Turkuun;9;205;3290;6821184;333608;Tampere
C0454703;4017;Tie 9 Tampere, Linnainmaa;Sammon valtatie länteen;9;205;3290;6821184;333608;Tampere
C0454704;4017;Tie 9 Tampere, Linnainmaa;Sammon valtatie itään;9;205;3290;6821184;333608;Tampere
C0454709;4017;Tie 9 Tampere, Linnainmaa;Tienpinta;9;205;3290;6821184;333608;Tampere
C0454801;4020;Tie 65 Tampere, Lielahti;Ylöjärvelle;65;1;1509;6824674;322504;Tampere
C0454802;4020;Tie 65 Tampere, Lielahti;Tampereelle;65;1;1509;6824674;322504;Tampere
C0454809;4020;Tie 65 Tampere, Lielahti;Tienpinta;65;1;1509;6824674;322504;Tampere
C0455501;4064;Tie 3495 Tampere, Rautaharkko;Tampereelle;3495;1;1650;6820207;328219;Tampere
C0455502;4064;Tie 3495 Tampere, Rautaharkko;Helsinkiin;3495;1;1650;6820207;328219;Tampere
C0455509;4064;Tie 3495 Tampere, Rautaharkko;Tienpinta;3495;1;1650;6820207;328219;Tampere
C0455600;4004;Tie 3 Hämeenlinna, Etelä;;3;116;2241;6764330;362560;Hämeenlinna
C0455800;4004;Tie 3 Hämeenlinna, Puomi Etelä;;3;116;2242;6764330;362560;Hämeenlinna
C0455900;4004;Tie 3 Hämeenlinna, P1;;3;116;2550;6764611;362461;Hämeenlinna
C0456000;4004;Tie 3 Hämeenlinna, P2;;3;116;2703;6764767;362414;Hämeenlinna
C0456100;4004;Tie 3 Hämeenlinna, E2;;3;116;2686;6764738;362406;Hämeenlinna
C0456200;4004;Tie 3 Hämeenlinna, E1;;3;116;2818;6764862;362366;Hämeenlinna
C0456300;4004;Tie 3 Hämeenlinna, Pohjoinen;;3;116;3064;6765096;362263;Hämeenlinna
C0456401;4004;Tie 3 Hämeenlinna, Puomi Pohjoine;;3;116;3335;6765354;362214;Hämeenlinna
C0456500;4004;Tie 3 Hämeenlinna, Ojoinen;;3;116;3736;6765724;362049;Hämeenlinna
C0456601;4004;Tie 3 Janakkala, Turenki;Hämeenlinnaan;3;115;0;6755529;366771;Janakkala
C0456602;4004;Tie 3 Janakkala, Turenki;Helsinkiin;3;115;0;6755529;366771;Janakkala
C0456603;4004;Tie 3 Janakkala, Turenki;Tie 292 Turenkiin;3;115;0;6755529;366771;Janakkala
C0456604;4004;Tie 3 Janakkala, Turenki;Tie 292 Viralaan;3;115;0;6755529;366771;Janakkala
C0456609;4004;Tie 3 Janakkala, Turenki;Tienpinta;3;115;0;6755529;366771;Janakkala
C0456701;4066;Tie 4 Hartola, Kettuvuori;Tie 4 Jyväskylään;4;219;790;6837290;448870;Hartola
C0456702;4066;Tie 4 Hartola, Kettuvuori;Tie 4 Lahteen;4;219;790;6837290;448870;Hartola
C0456709;4066;Tie 4 Hartola, Kettuvuori;Tienpinta;4;219;790;6837290;448870;Hartola
C0650101;3004;Tie 5 Mikkeli;Kuopiooon;5;128;1743;6838598;514399;Mikkeli
C0650102;3004;Tie 5 Mikkeli;Lahteen;5;128;1743;6838598;514399;Mikkeli
C0650103;3004;Tie 5 Mikkeli;Tie 13 Mikkeliin;5;128;1743;6838598;514399;Mikkeli
C0650104;3004;Tie 5 Mikkeli;Tie 13 Ristiinaan;5;128;1743;6838598;514399;Mikkeli
C0650201;6006;Tie 14 Rantasalmi, Hiismäki;Savonlinnaan;14;7;1796;6871167;568396;Rantasalmi
C0650202;6006;Tie 14 Rantasalmi, Hiismäki;Juvalle;14;7;1796;6871167;568396;Rantasalmi
C0650203;6006;Tie 14 Rantasalmi, Hiismäki;Rantasalmi;14;7;1796;6871167;568396;Rantasalmi
C0650301;6008;Tie 23, Heinävesi, Lamminpää;Joensuuhun;23;409;5641;6933418;575363;Heinävesi
C0650302;6008;Tie 23, Heinävesi, Lamminpää;Varkauteen;23;409;5641;6933418;575363;Heinävesi
C0650303;6008;Tie 23, Heinävesi, Lamminpää;Heinävedelle;23;409;5641;6933418;575363;Heinävesi
C0650401;3003;Tie 438 Sulkava, Lohilahti;Sulkavalle;438;7;1430;6831985;589949;Sulkava
C0650402;3003;Tie 438 Sulkava, Lohilahti;Imatralle;438;7;1430;6831985;589949;Sulkava
C0650408;3003;Tie 438 Sulkava, Lohilahti;Järvimaisema;438;7;1430;6831985;589949;Sulkava
C0650501;6009;Tie 23 Pieksämäki, Naarajärvi;Pieksämäelle;23;306;2059;6905273;502473;Pieksämäki
C0650502;6009;Tie 23 Pieksämäki, Naarajärvi;Jyväskylään;23;306;2059;6905273;502473;Pieksämäki
C0650504;6009;Tie 23 Pieksämäki, Naarajärvi;Tie 447 Kangasniemelle;23;306;2059;6905273;502473;Pieksämäki
C0650509;6009;Tie 23 Pieksämäki, Naarajärvi;Tienpinta;23;306;2059;6905273;502473;Pieksämäki
C0650601;6011;Tie 435 Sulkava;Juvalle;435;5;1395;6852534;569508;Sulkava
C0650701;6021;Tie 13 Kangasniemi, Häppälä;Jyväskylään;13;203;2452;6892106;464502;Kangasniemi
C0650705;6021;Tie 13 Kangasniemi, Häppälä;Jyväskylään;13;203;2452;6892106;464502;Kangasniemi
C0650801;6023;Tie 14 Savonlinna, Laitaatsalmi;Savonlinnaan;14;14;580;6861956;597103;Savonlinna
C0650802;6023;Tie 14 Savonlinna, Laitaatsalmi;Juvalle;14;14;580;6861956;597103;Savonlinna
C0650808;6023;Tie 14 Savonlinna, Laitaatsalmi;Järvimaisema;14;14;580;6861956;597103;Savonlinna
C0650809;6023;Tie 14 Savonlinna, Laitaatsalmi;Tienpinta;14;14;580;6861956;597103;Savonlinna
C0650901;6023;Tie 14 Savonlinna, Hevonpäänniemi;Savonlinnaan;14;14;1866;6862127;597492;Savonlinna
C0650902;6023;Tie 14 Savonlinna, Hevonpäänniemi;Juvalle;14;14;1866;6862127;597492;Savonlinna
C0650909;6023;Tie 14 Savonlinna, Hevonpäänniemi;Tienpinta;14;14;1866;6862127;597492;Savonlinna
C0651001;6023;Tie 14 Savonlinna, Ratapiha;Savonlinnaan;14;14;2220;6861856;598557;Savonlinna
C0651002;6023;Tie 14 Savonlinna, Ratapiha;Juvalle;14;14;2220;6861856;598557;Savonlinna
C0651009;6023;Tie 14 Savonlinna, Ratapiha;Tienpinta;14;14;2220;6861856;598557;Savonlinna
C0651101;6023;Tie 14 Savonlinna, Ruislahti;Lappeenrantaan;14;14;4035;6860966;599899;Savonlinna
C0651102;6023;Tie 14 Savonlinna, Ruislahti;Savonlinnaan;14;14;4035;6860966;599899;Savonlinna
C0651109;6023;Tie 14 Savonlinna, Ruislahti;Tienpinta;14;14;4035;6860966;599899;Savonlinna
C0651201;3033;Tie 14 Savonlinna, Miekkoniemi;Lappeenrantaan;14;16;25;6860993;601155;Savonlinna
C0651202;3033;Tie 14 Savonlinna, Miekkoniemi;Savonlinnaan;14;16;25;6860993;601155;Savonlinna
C0651209;3033;Tie 14 Savonlinna, Miekkoniemi;Tienpinta;14;16;25;6860993;601155;Savonlinna
C0651301;6010;Tie 13 Kangasniemi;Mikkeliin;13;209;12;6874551;482059;Kangasniemi
C0651302;6010;Tie 13 Kangasniemi;Jyväskylään;13;209;12;6874551;482059;Kangasniemi
C0651303;6010;Tie 13 Kangasniemi;Tie 447 Pieksämäelle;13;209;12;6874551;482059;Kangasniemi
C0651304;6010;Tie 13 Kangasniemi;Tie 616 Joutsaan;13;209;12;6874551;482059;Kangasniemi
C0651309;6010;Tie 13 Kangasniemi;Tienpinta;13;209;12;6874551;482059;Kangasniemi
C0651401;3033;Tie 14 Savonlinna, Nojamaa;Lappeenrantaan;14;17;117;6861967;602745;Savonlinna
C0651402;3033;Tie 14 Savonlinna, Nojamaa;Savoninnaan;14;17;117;6861967;602745;Savonlinna
C0651409;3033;Tie 14 Savonlinna, Nojamaa;Tienpinta;14;17;117;6861967;602745;Savonlinna
C0651501;6008;Tie 23 Heinävesi, Suurmäki;Joensuuhun;23;414;1100;6935093;598789;Heinävesi
C0651505;6008;Tie 23 Heinävesi, Suurmäki;Joensuuhun;23;414;1100;6935093;598789;Heinävesi
C0651601;6008;Tie 476 Heinävesi;Joensuuhun;476;7;17;6922321;584293;Heinävesi
C0651602;6008;Tie 476 Heinävesi;Varkauteen;476;7;17;6922321;584293;Heinävesi
C0651609;6008;Tie 476 Heinävesi;Tienpinta;476;7;17;6922321;584293;Heinävesi
C0651701;9011;;Kuopioon;9;313;10259;6925839;491552;Pieksämäki
C0651702;9011;;Jyväskylään;9;313;10259;6925839;491552;Pieksämäki
C0651709;9011;;tienpinta;9;313;10259;6925839;491552;Pieksämäki
C0750101;7024;Tie 524 Lieksa, Nurmijärvi;Nurmijärvi;524;5;1541;7047415;648966;Lieksa
C0750201;7025;Tie 522 Lieksa, Hatunkylä;Hatunkylä;522;19;4245;7022071;677117;Lieksa
C0750301;7026;Tie 500 Joensuu, Hoilola;Hoilola;500;7;1760;6918609;699293;Joensuu
C0750401;7017;Tie 71 Väärämäki;Puhokselle;71;8;4723;6882966;636498;Kitee
C0750405;7017;Tie 71 Väärämäki;Puhokselle;71;8;4723;6882966;636498;Kitee
C0750501;7031;Tie 6, Kitee, Kousa;Kiteelle;6;334;6475;6874646;650301;Kitee
C0750505;7031;Tie 6, Kitee, Kousa;Kiteelle;6;334;6475;6874646;650301;Kitee
C0750601;15101;Tie 73 Lieksa, Kyyrönlampi;Lieksa;73;12;346;6994664;658043;Lieksa
C0750701;15101;Tie 6 Kontiolahti, Romppala;Joensuu;6;407;63;6983930;642205;Kontiolahti
C0750705;15101;Tie 6 Kontiolahti, Romppala;Joensuu;6;407;63;6983930;642205;Kontiolahti
C0850302;7011;Tie 9 Niirala;Suomesta lähtevä liikenne;9;361;3368;6898614;688071;Tohmajärvi
C0850501;7032;Tie 73 Vieki;Nurmekseen;73;26;21;7041316;630628;Lieksa
C0850502;7032;Tie 73 Vieki;Lieksaan;73;26;21;7041316;630628;Lieksa
C0850503;7032;Tie 73 Vieki;Tie 5260 Viekiin;73;26;21;7041316;630628;Lieksa
C0850504;7032;Tie 73 Vieki;Tie 5260 Mätasvaaraan;73;26;21;7041316;630628;Lieksa
C0850509;7032;Tie 73 Vieki;Tienpinta;73;26;21;7041316;630628;Lieksa
C0850601;8023;Tie 5 Oravikoski;Kuopioon;5;154;801;6940012;531072;Leppävirta
C0850602;8023;Tie 5 Oravikoski;Varkauteen;5;154;801;6940012;531072;Leppävirta
C0850609;8023;Tie 5 Oravikoski;Tienpinta;5;154;801;6940012;531072;Leppävirta
C0850801;13007;Tie 5 Sukeva;Kajaaniin;5;226;91;7082560;521643;Sonkajärvi
C0850802;13007;Tie 5 Sukeva;Kuopioon;5;226;91;7082560;521643;Sonkajärvi
C0850809;13007;Tie 5 Sukeva;Tienpinta;5;226;91;7082560;521643;Sonkajärvi
C0850901;8009;Tie 9 Suonenjoki;Kuopioon;9;320;868;6944899;506203;Suonenjoki
C0850902;8009;Tie 9 Suonenjoki;Jyväskylään;9;320;868;6944899;506203;Suonenjoki
C0850903;8009;Tie 9 Suonenjoki;Suonenjoelle;9;320;868;6944899;506203;Suonenjoki
C0850904;8009;Tie 9 Suonenjoki;Karttulaan;9;320;868;6944899;506203;Suonenjoki
C0851001;8014;Tie 5 Vehmasmäki;Kuopioon;5;156;3016;6954415;529528;Kuopio
C0851002;8014;Tie 5 Vehmasmäki;Varkauteen;5;156;3016;6954415;529528;Kuopio
C0851101;7007;Tie 6 Nurmes;Kajaaniin;6;419;914;7050014;599848;Nurmes
C0851102;7007;Tie 6 Nurmes;Joensuuhun;6;419;914;7050014;599848;Nurmes
C0851109;7007;Tie 6 Nurmes;Tienpinta;6;419;914;7050014;599848;Nurmes
C0851701;7015;Tie 73 Eno, Uimaharju;Joensuu;73;7;1800;6979593;663856;Joensuu
C0851702;7015;Tie 73 Eno, Uimaharju;Nurmes;73;7;1800;6979593;663856;Joensuu
C0851709;7015;Tie 73 Eno, Uimaharju;tienpinta;73;7;1800;6979593;663856;Joensuu
C0851801;7002;Tie 6 Puhos;Joensuuhun;6;337;558;6886966;654031;Kitee
C0851802;7002;Tie 6 Puhos;Lappeenrantaan;6;337;558;6886966;654031;Kitee
C0851809;7002;Tie 6 Puhos;Tienpinta;6;337;558;6886966;654031;Kitee
C0851901;8006;Tie 9 Tuusniemi, Paakkila;Joensuuhun;9;337;6616;6962940;584592;Tuusniemi
C0851902;8006;Tie 9 Tuusniemi, Paakkila;Kuopioon;9;337;6616;6962940;584592;Tuusniemi
C0851909;8006;Tie 9 Tuusniemi, Paakkila;tienpinta;9;337;6616;6962940;584592;Tuusniemi
C0852001;8010;Tie 27 Iisalmi, Runni;Iisalmeen;27;26;303;7053606;495841;Iisalmi
C0852002;8010;Tie 27 Iisalmi, Runni;Kiuruvedelle;27;26;303;7053606;495841;Iisalmi
C0852101;8002;Tie 5 Varkaus;Kuopioon;5;147;4905;6913968;542192;Varkaus
C0852102;8002;Tie 5 Varkaus;Varkauteen;5;147;4905;6913968;542192;Varkaus
C0852109;8002;Tie 5 Varkaus;tienpinta;5;147;4905;6913968;542192;Varkaus
C0852201;8003;Tie 5 Lapinlahti;Kajaaniin;5;214;478;7028151;519522;Lapinlahti
C0852202;8003;Tie 5 Lapinlahti;Kuopioon;5;214;478;7028151;519522;Lapinlahti
